order_id,city,courier_id,origin_lat,origin_lng,dest_lat,dest_lng,order_time,delivery_time,healthcare_product
TECH-ORD-0192,Kolkata,C006,28.559572,76.065543,28.561258,76.069547,2024-06-02 08:36:00,2024-06-02 08:51:00,Sanitizer
TECH-ORD-0193,Bangalore,C020,14.944565,79.308819,14.949392,79.317857,2024-06-03 06:54:00,2024-06-03 07:23:00,First Aid Kit
TECH-ORD-0194,Lucknow,C010,18.152173,74.155603,18.161569,74.1639,2024-06-03 08:33:00,2024-06-03 08:47:00,Face Mask
TECH-ORD-0195,Bangalore,C005,25.093057,74.8297,25.101229,74.839487,2024-06-01 12:35:00,2024-06-01 12:52:00,Face Mask
TECH-ORD-0196,Lucknow,C014,28.037091,76.937666,28.039728,76.942131,2024-06-02 05:47:00,2024-06-02 06:28:00,Glucose Meter
TECH-ORD-0197,Ahmedabad,C016,23.739288,79.078384,23.747507,79.08527,2024-06-02 00:47:00,2024-06-02 01:21:00,Thermometer
TECH-ORD-0198,Ahmedabad,C018,20.553707,80.993381,20.558168,80.99961,2024-06-02 12:47:00,2024-06-02 13:30:00,Vitamins
TECH-ORD-0199,Lucknow,C008,23.880169,76.249448,23.881323,76.255473,2024-06-01 17:07:00,2024-06-01 17:24:00,Inhaler
TECH-ORD-0200,Bangalore,C012,18.351481,85.99712,18.356625,86.005637,2024-06-02 21:38:00,2024-06-02 22:14:00,Thermometer
TECH-ORD-0201,Chennai,C007,25.903469,73.397505,25.910805,73.401902,2024-06-01 09:47:00,2024-06-01 10:24:00,Sanitizer
TECH-ORD-0202,Pune,C002,23.854184,83.044431,23.863018,83.045703,2024-06-02 08:56:00,2024-06-02 09:15:00,Thermometer
TECH-ORD-0203,Mumbai,C008,13.754732,81.543007,13.757374,81.550699,2024-06-02 20:00:00,2024-06-02 20:29:00,Vitamins
TECH-ORD-0204,Kolkata,C014,24.208327,79.549445,24.210329,79.550985,2024-06-03 03:51:00,2024-06-03 04:03:00,Face Mask
TECH-ORD-0205,Lucknow,C006,20.660039,72.676393,20.668923,72.68238,2024-06-02 01:36:00,2024-06-02 02:18:00,Glucose Meter
TECH-ORD-0206,Hyderabad,C008,19.372921,74.99356,19.382722,74.995686,2024-06-01 22:27:00,2024-06-01 23:02:00,Glucose Meter
TECH-ORD-0207,Lucknow,C002,16.051204,75.421917,16.059779,75.430266,2024-06-02 15:58:00,2024-06-02 16:38:00,Face Mask
TECH-ORD-0208,Pune,C013,25.907576,75.12364,25.910329,75.125616,2024-06-01 13:18:00,2024-06-01 13:51:00,First Aid Kit
TECH-ORD-0209,Lucknow,C011,12.955223,76.978397,12.961597,76.986205,2024-06-02 05:06:00,2024-06-02 05:28:00,Vitamins
TECH-ORD-0210,Jaipur,C007,22.837285,73.024165,22.843368,73.030239,2024-06-02 17:01:00,2024-06-02 17:13:00,Inhaler
TECH-ORD-0211,Bangalore,C011,14.019628,77.411851,14.029257,77.417353,2024-06-02 05:28:00,2024-06-02 06:03:00,Face Mask
TECH-ORD-0212,Pune,C005,23.881186,74.053168,23.883095,74.061436,2024-06-01 18:15:00,2024-06-01 18:26:00,Thermometer
TECH-ORD-0213,Lucknow,C013,20.217387,86.307341,20.224529,86.30905,2024-06-03 02:43:00,2024-06-03 02:58:00,Vitamins
TECH-ORD-0214,Chennai,C007,25.586488,82.895321,25.596161,82.900968,2024-06-03 09:44:00,2024-06-03 10:27:00,BP Monitor
TECH-ORD-0215,Pune,C015,25.219906,77.897548,25.224785,77.906564,2024-06-03 06:37:00,2024-06-03 07:11:00,BP Monitor
TECH-ORD-0216,Chennai,C007,28.660714,82.150683,28.670664,82.15256,2024-06-01 09:01:00,2024-06-01 09:20:00,First Aid Kit
TECH-ORD-0217,Hyderabad,C018,26.561948,85.178368,26.567042,85.180896,2024-06-02 04:10:00,2024-06-02 04:30:00,Face Mask
TECH-ORD-0218,Mumbai,C009,21.830911,78.122772,21.836058,78.132647,2024-06-02 01:28:00,2024-06-02 02:06:00,First Aid Kit
TECH-ORD-0219,Delhi,C004,28.238496,80.259051,28.243177,80.265628,2024-06-03 06:27:00,2024-06-03 06:45:00,Inhaler
TECH-ORD-0220,Kolkata,C012,20.798437,82.423317,20.803156,82.428368,2024-06-03 06:35:00,2024-06-03 06:47:00,First Aid Kit
TECH-ORD-0221,Lucknow,C002,24.511314,76.382746,24.519992,76.386362,2024-06-01 18:48:00,2024-06-01 19:23:00,Sanitizer
TECH-ORD-0222,Mumbai,C008,18.781083,79.849547,18.787865,79.858648,2024-06-02 15:44:00,2024-06-02 16:00:00,Inhaler
TECH-ORD-0223,Mumbai,C006,24.363255,87.092984,24.366051,87.096942,2024-06-02 05:39:00,2024-06-02 06:10:00,Glucose Meter
TECH-ORD-0224,Lucknow,C016,15.936977,84.285519,15.942882,84.295056,2024-06-01 17:56:00,2024-06-01 18:19:00,Glucose Meter
TECH-ORD-0225,Pune,C019,13.005042,82.06586,13.009296,82.070731,2024-06-02 16:19:00,2024-06-02 16:42:00,Face Mask
TECH-ORD-0226,Bangalore,C007,26.565607,87.642453,26.572328,87.644205,2024-06-01 12:43:00,2024-06-01 13:10:00,Inhaler
TECH-ORD-0227,Ahmedabad,C003,17.340482,83.824582,17.347509,83.827917,2024-06-01 11:40:00,2024-06-01 11:55:00,First Aid Kit
TECH-ORD-0228,Ahmedabad,C011,28.100498,77.229628,28.105832,77.235448,2024-06-01 18:58:00,2024-06-01 19:35:00,Thermometer
TECH-ORD-0229,Pune,C019,18.809697,72.659854,18.811397,72.666865,2024-06-03 02:05:00,2024-06-03 02:24:00,Thermometer
TECH-ORD-0230,Pune,C011,12.738502,86.754357,12.74235,86.762485,2024-06-03 06:00:00,2024-06-03 06:36:00,Inhaler
TECH-ORD-0231,Hyderabad,C017,24.2099,88.220139,24.216609,88.226889,2024-06-02 23:29:00,2024-06-02 23:45:00,BP Monitor
TECH-ORD-0232,Bangalore,C007,24.584391,75.489233,24.5908,75.492178,2024-06-01 22:19:00,2024-06-01 22:41:00,Glucose Meter
TECH-ORD-0233,Lucknow,C001,18.494193,78.280471,18.502564,78.282594,2024-06-02 18:04:00,2024-06-02 18:43:00,Face Mask
TECH-ORD-0234,Ahmedabad,C014,18.196526,85.677637,18.200549,85.686974,2024-06-02 15:19:00,2024-06-02 15:56:00,Vitamins
TECH-ORD-0235,Pune,C006,21.453325,75.081949,21.460262,75.089072,2024-06-03 03:17:00,2024-06-03 03:45:00,Vitamins
TECH-ORD-0236,Lucknow,C004,28.61696,85.317435,28.623507,85.322136,2024-06-02 17:53:00,2024-06-02 18:37:00,Face Mask
TECH-ORD-0237,Mumbai,C015,20.657811,85.320377,20.660718,85.328369,2024-06-02 21:39:00,2024-06-02 22:13:00,Vitamins
TECH-ORD-0238,Mumbai,C007,26.369763,87.619644,26.374938,87.628816,2024-06-03 04:01:00,2024-06-03 04:36:00,Vitamins
TECH-ORD-0239,Bangalore,C012,25.166928,80.573391,25.170695,80.582515,2024-06-02 12:18:00,2024-06-02 12:43:00,Sanitizer
TECH-ORD-0240,Bangalore,C014,13.035139,72.92414,13.04081,72.931811,2024-06-02 05:40:00,2024-06-02 06:11:00,BP Monitor
TECH-ORD-0241,Delhi,C019,28.593302,76.338968,28.600102,76.347425,2024-06-02 23:26:00,2024-06-03 00:03:00,BP Monitor
TECH-ORD-0242,Delhi,C013,28.341245,75.26245,28.346181,75.264346,2024-06-01 16:37:00,2024-06-01 17:19:00,Inhaler
TECH-ORD-0243,Mumbai,C019,25.207903,85.899393,25.213879,85.908931,2024-06-01 21:54:00,2024-06-01 22:09:00,Inhaler
TECH-ORD-0244,Mumbai,C001,19.588087,82.489973,19.595455,82.499258,2024-06-01 13:22:00,2024-06-01 13:56:00,Inhaler
TECH-ORD-0245,Bangalore,C005,28.436862,82.581695,28.443734,82.584691,2024-06-01 21:13:00,2024-06-01 21:57:00,First Aid Kit
TECH-ORD-0246,Chennai,C013,24.975843,82.990897,24.98249,82.997642,2024-06-02 23:33:00,2024-06-02 23:49:00,Face Mask
TECH-ORD-0247,Mumbai,C015,27.513461,74.445921,27.516087,74.447617,2024-06-02 08:40:00,2024-06-02 09:03:00,Thermometer
TECH-ORD-0248,Ahmedabad,C004,20.44627,72.8583,20.447957,72.865486,2024-06-02 09:37:00,2024-06-02 10:07:00,BP Monitor
TECH-ORD-0249,Kolkata,C006,15.406438,72.662577,15.412898,72.66386,2024-06-02 07:24:00,2024-06-02 07:56:00,Thermometer
TECH-ORD-0250,Kolkata,C020,22.220319,72.574821,22.222414,72.581276,2024-06-02 20:35:00,2024-06-02 20:46:00,Thermometer
TECH-ORD-0251,Jaipur,C017,24.824866,75.947245,24.826131,75.949492,2024-06-01 13:41:00,2024-06-01 13:59:00,Glucose Meter
TECH-ORD-0252,Hyderabad,C009,20.298484,87.657377,20.302133,87.665084,2024-06-02 17:50:00,2024-06-02 18:27:00,BP Monitor
TECH-ORD-0253,Jaipur,C013,27.435997,76.483402,27.443453,76.493059,2024-06-01 15:01:00,2024-06-01 15:30:00,First Aid Kit
TECH-ORD-0254,Delhi,C007,27.958603,80.255,27.966326,80.263343,2024-06-03 02:31:00,2024-06-03 02:47:00,Sanitizer
TECH-ORD-0255,Lucknow,C013,19.452349,81.520212,19.453928,81.522718,2024-06-01 10:18:00,2024-06-01 11:00:00,BP Monitor
TECH-ORD-0256,Hyderabad,C019,19.146439,82.110733,19.152213,82.115318,2024-06-01 15:49:00,2024-06-01 16:10:00,Inhaler
TECH-ORD-0257,Pune,C014,25.303974,78.191277,25.308322,78.199293,2024-06-01 16:20:00,2024-06-01 16:30:00,Sanitizer
TECH-ORD-0258,Pune,C001,24.113552,75.895413,24.116646,75.897009,2024-06-02 03:21:00,2024-06-02 03:44:00,Inhaler
TECH-ORD-0259,Jaipur,C007,14.169465,76.928638,14.178204,76.930311,2024-06-03 04:07:00,2024-06-03 04:43:00,Sanitizer
TECH-ORD-0260,Ahmedabad,C011,25.667984,75.65047,25.669405,75.65394,2024-06-01 16:08:00,2024-06-01 16:25:00,BP Monitor
TECH-ORD-0261,Kolkata,C006,22.237905,81.890046,22.239066,81.898096,2024-06-02 23:18:00,2024-06-02 23:28:00,BP Monitor
TECH-ORD-0262,Kolkata,C010,14.613881,87.873641,14.619628,87.877677,2024-06-01 09:06:00,2024-06-01 09:20:00,First Aid Kit
TECH-ORD-0263,Kolkata,C004,25.939593,79.096098,25.943706,79.097816,2024-06-02 05:22:00,2024-06-02 06:03:00,Glucose Meter
TECH-ORD-0264,Lucknow,C002,18.870997,83.580639,18.880701,83.582731,2024-06-02 09:31:00,2024-06-02 09:47:00,Sanitizer
TECH-ORD-0265,Bangalore,C008,13.267017,72.661754,13.274206,72.666675,2024-06-01 19:37:00,2024-06-01 19:52:00,First Aid Kit
TECH-ORD-0266,Chennai,C012,25.71169,81.050943,25.713163,81.059893,2024-06-01 10:56:00,2024-06-01 11:13:00,Thermometer
TECH-ORD-0267,Bangalore,C010,13.717938,77.74258,13.721367,77.745113,2024-06-01 17:24:00,2024-06-01 18:03:00,Thermometer
TECH-ORD-0268,Mumbai,C005,17.674872,74.860227,17.683931,74.866959,2024-06-03 05:37:00,2024-06-03 05:54:00,Inhaler
TECH-ORD-0269,Jaipur,C017,16.396282,80.094647,16.404236,80.099992,2024-06-01 14:16:00,2024-06-01 14:42:00,BP Monitor
TECH-ORD-0270,Hyderabad,C003,18.213605,85.788062,18.222307,85.795317,2024-06-01 13:07:00,2024-06-01 13:48:00,Face Mask
TECH-ORD-0271,Bangalore,C007,12.719046,75.930312,12.720986,75.93319,2024-06-03 00:18:00,2024-06-03 01:01:00,Vitamins
TECH-ORD-0272,Jaipur,C011,24.818985,77.451104,24.824526,77.460331,2024-06-01 22:56:00,2024-06-01 23:29:00,Face Mask
TECH-ORD-0273,Ahmedabad,C015,26.564913,80.657837,26.568413,80.660315,2024-06-02 04:58:00,2024-06-02 05:14:00,Thermometer
TECH-ORD-0274,Delhi,C015,26.68919,84.353795,26.691874,84.355053,2024-06-03 05:11:00,2024-06-03 05:54:00,Sanitizer
TECH-ORD-0275,Kolkata,C012,16.794057,87.23678,16.796412,87.2423,2024-06-02 18:40:00,2024-06-02 19:11:00,Thermometer
TECH-ORD-0276,Bangalore,C015,16.918912,74.059862,16.923715,74.063508,2024-06-02 11:29:00,2024-06-02 11:50:00,Face Mask
TECH-ORD-0277,Lucknow,C009,21.077588,80.352121,21.084405,80.361752,2024-06-01 22:59:00,2024-06-01 23:16:00,BP Monitor
TECH-ORD-0278,Bangalore,C002,21.819377,76.291907,21.82832,76.299202,2024-06-02 11:37:00,2024-06-02 12:12:00,BP Monitor
TECH-ORD-0279,Ahmedabad,C004,16.066024,85.602595,16.068563,85.605427,2024-06-03 03:28:00,2024-06-03 03:56:00,Glucose Meter
TECH-ORD-0280,Lucknow,C010,24.388958,74.002466,24.394248,74.006214,2024-06-03 06:57:00,2024-06-03 07:22:00,Thermometer
TECH-ORD-0281,Delhi,C011,23.536011,75.148767,23.545672,75.155761,2024-06-02 13:12:00,2024-06-02 13:43:00,Glucose Meter
TECH-ORD-0282,Bangalore,C006,28.278222,86.5172,28.27931,86.521369,2024-06-02 16:20:00,2024-06-02 16:30:00,First Aid Kit
TECH-ORD-0283,Kolkata,C008,20.145953,73.221908,20.149569,73.224962,2024-06-02 18:20:00,2024-06-02 18:40:00,Face Mask
TECH-ORD-0284,Delhi,C004,14.116591,85.281706,14.120748,85.287617,2024-06-03 05:17:00,2024-06-03 05:58:00,BP Monitor
TECH-ORD-0285,Hyderabad,C012,19.927785,85.657891,19.933446,85.664867,2024-06-03 00:40:00,2024-06-03 01:20:00,Thermometer
TECH-ORD-0286,Mumbai,C009,23.600118,84.0882,23.608824,84.095134,2024-06-01 17:40:00,2024-06-01 18:12:00,Vitamins
TECH-ORD-0287,Kolkata,C001,16.468224,84.279286,16.475924,84.282031,2024-06-02 09:47:00,2024-06-02 10:03:00,Vitamins
TECH-ORD-0288,Hyderabad,C018,27.076553,79.643921,27.07994,79.651032,2024-06-02 06:36:00,2024-06-02 07:11:00,Sanitizer
TECH-ORD-0289,Lucknow,C014,27.807129,76.89392,27.814445,76.902427,2024-06-01 16:23:00,2024-06-01 17:00:00,Face Mask
TECH-ORD-0290,Kolkata,C019,28.179847,85.107604,28.185338,85.114773,2024-06-02 15:50:00,2024-06-02 16:09:00,Inhaler
TECH-ORD-0291,Jaipur,C010,22.601554,83.058458,22.609752,83.059599,2024-06-01 10:47:00,2024-06-01 11:10:00,Glucose Meter
TECH-ORD-0292,Hyderabad,C019,14.489761,80.262072,14.498268,80.263521,2024-06-01 17:24:00,2024-06-01 17:56:00,Thermometer
TECH-ORD-0293,Hyderabad,C017,23.271382,84.716998,23.274818,84.726961,2024-06-01 21:25:00,2024-06-01 22:02:00,Thermometer
TECH-ORD-0294,Lucknow,C003,17.219652,73.005948,17.226758,73.010424,2024-06-02 11:14:00,2024-06-02 11:30:00,Inhaler
TECH-ORD-0295,Hyderabad,C010,22.170745,75.26302,22.178984,75.265273,2024-06-01 21:37:00,2024-06-01 22:03:00,Inhaler
TECH-ORD-0296,Delhi,C014,21.471109,77.288223,21.477764,77.294136,2024-06-02 09:39:00,2024-06-02 10:16:00,Sanitizer
TECH-ORD-0297,Mumbai,C005,21.030533,83.540424,21.034751,83.544612,2024-06-02 15:50:00,2024-06-02 16:26:00,Inhaler
TECH-ORD-0298,Ahmedabad,C015,12.957451,81.385073,12.965254,81.39161,2024-06-02 04:38:00,2024-06-02 05:03:00,Vitamins
TECH-ORD-0299,Lucknow,C017,18.552399,82.379703,18.553881,82.388309,2024-06-01 16:35:00,2024-06-01 17:10:00,Vitamins
TECH-ORD-0300,Bangalore,C015,25.580397,86.40217,25.581889,86.410639,2024-06-03 04:21:00,2024-06-03 04:37:00,First Aid Kit
TECH-ORD-0301,Pune,C020,14.077494,77.116799,14.079042,77.124464,2024-06-03 06:02:00,2024-06-03 06:44:00,Thermometer
TECH-ORD-0302,Bangalore,C007,20.872823,81.429311,20.881878,81.436068,2024-06-01 18:33:00,2024-06-01 19:02:00,Vitamins
TECH-ORD-0303,Hyderabad,C001,25.545007,82.407599,25.547384,82.416518,2024-06-02 19:29:00,2024-06-02 19:45:00,Thermometer
TECH-ORD-0304,Chennai,C007,14.17855,72.889851,14.187884,72.89355,2024-06-02 17:01:00,2024-06-02 17:22:00,Thermometer
TECH-ORD-0305,Chennai,C018,16.715181,82.246048,16.71729,82.248364,2024-06-01 09:28:00,2024-06-01 09:49:00,Glucose Meter
TECH-ORD-0306,Delhi,C008,15.267497,84.291992,15.271107,84.299,2024-06-03 00:11:00,2024-06-03 00:52:00,Glucose Meter
TECH-ORD-0307,Pune,C009,18.829412,83.591016,18.834236,83.592268,2024-06-02 15:12:00,2024-06-02 15:29:00,Inhaler
TECH-ORD-0308,Lucknow,C013,12.68142,77.321773,12.687999,77.323157,2024-06-02 08:12:00,2024-06-02 08:30:00,First Aid Kit
TECH-ORD-0309,Kolkata,C015,16.983,88.117,16.988529,88.12114,2024-06-03 08:12:00,2024-06-03 08:55:00,First Aid Kit
TECH-ORD-0310,Ahmedabad,C017,13.513843,82.9335,13.517896,82.940937,2024-06-01 17:33:00,2024-06-01 18:00:00,Glucose Meter
TECH-ORD-0311,Hyderabad,C013,13.604679,85.854526,13.611131,85.85715,2024-06-03 08:22:00,2024-06-03 09:04:00,Face Mask
TECH-ORD-0312,Jaipur,C009,14.60574,77.64978,14.612297,77.654414,2024-06-01 11:04:00,2024-06-01 11:15:00,Thermometer
TECH-ORD-0313,Delhi,C008,14.07264,74.188433,14.080479,74.198265,2024-06-03 10:00:00,2024-06-03 10:25:00,Glucose Meter
TECH-ORD-0314,Mumbai,C006,24.30571,78.615375,24.307267,78.618629,2024-06-01 10:33:00,2024-06-01 10:47:00,Glucose Meter
TECH-ORD-0315,Kolkata,C012,22.33431,85.863225,22.341599,85.867624,2024-06-03 03:30:00,2024-06-03 04:15:00,Face Mask
TECH-ORD-0316,Chennai,C007,16.58614,79.45051,16.588599,79.458835,2024-06-01 21:07:00,2024-06-01 21:22:00,Vitamins
TECH-ORD-0317,Lucknow,C001,22.685745,83.137866,22.694784,83.142102,2024-06-02 11:51:00,2024-06-02 12:35:00,Face Mask
TECH-ORD-0318,Mumbai,C011,15.51015,84.109481,15.515616,84.117972,2024-06-02 22:56:00,2024-06-02 23:36:00,Sanitizer
TECH-ORD-0319,Jaipur,C012,18.282129,86.812148,18.287078,86.818778,2024-06-01 12:50:00,2024-06-01 13:05:00,First Aid Kit
TECH-ORD-0320,Delhi,C017,17.325889,74.377077,17.329867,74.380093,2024-06-02 03:47:00,2024-06-02 04:13:00,Face Mask
TECH-ORD-0321,Ahmedabad,C012,13.610198,86.347922,13.616376,86.3566,2024-06-03 01:43:00,2024-06-03 02:25:00,Sanitizer
TECH-ORD-0322,Hyderabad,C013,22.529884,81.182127,22.539316,81.191992,2024-06-03 04:35:00,2024-06-03 04:46:00,Inhaler
TECH-ORD-0323,Bangalore,C011,19.334533,75.679317,19.337371,75.687668,2024-06-02 06:30:00,2024-06-02 06:43:00,First Aid Kit
TECH-ORD-0324,Chennai,C016,13.689259,87.577224,13.697149,87.578542,2024-06-01 12:49:00,2024-06-01 13:25:00,BP Monitor
TECH-ORD-0325,Lucknow,C020,27.555266,86.604136,27.562776,86.606072,2024-06-02 17:54:00,2024-06-02 18:36:00,Thermometer
TECH-ORD-0326,Chennai,C012,19.497549,77.333781,19.498742,77.335279,2024-06-01 21:23:00,2024-06-01 22:07:00,BP Monitor
TECH-ORD-0327,Lucknow,C013,23.548498,84.224028,23.556389,84.231287,2024-06-02 13:20:00,2024-06-02 13:57:00,BP Monitor
TECH-ORD-0328,Jaipur,C005,14.374761,74.384153,14.378927,74.388241,2024-06-01 11:57:00,2024-06-01 12:22:00,BP Monitor
TECH-ORD-0329,Chennai,C003,22.040553,76.119068,22.048691,76.125181,2024-06-01 09:01:00,2024-06-01 09:26:00,Thermometer
TECH-ORD-0330,Bangalore,C003,13.413456,79.469321,13.419878,79.478335,2024-06-02 03:57:00,2024-06-02 04:15:00,Thermometer
TECH-ORD-0331,Lucknow,C013,20.246498,74.440788,20.252391,74.446242,2024-06-02 08:22:00,2024-06-02 08:46:00,Inhaler
TECH-ORD-0332,Kolkata,C010,27.746971,84.908387,27.752712,84.911794,2024-06-03 07:38:00,2024-06-03 08:22:00,Thermometer
TECH-ORD-0333,Jaipur,C004,13.37887,86.819201,13.382388,86.822033,2024-06-01 17:21:00,2024-06-01 18:04:00,Vitamins
TECH-ORD-0334,Chennai,C010,24.516368,75.857565,24.518646,75.867366,2024-06-03 07:40:00,2024-06-03 08:18:00,Vitamins
TECH-ORD-0335,Kolkata,C004,12.840298,85.799336,12.844002,85.809021,2024-06-01 12:04:00,2024-06-01 12:31:00,Vitamins
TECH-ORD-0336,Lucknow,C013,20.522485,86.208976,20.525336,86.211636,2024-06-02 13:25:00,2024-06-02 14:09:00,First Aid Kit
TECH-ORD-0337,Bangalore,C010,13.015903,84.639842,13.023694,84.643868,2024-06-02 01:55:00,2024-06-02 02:18:00,Vitamins
TECH-ORD-0338,Bangalore,C011,24.265053,82.387988,24.27441,82.395759,2024-06-01 15:27:00,2024-06-01 16:12:00,Thermometer
TECH-ORD-0339,Ahmedabad,C010,26.407198,87.415272,26.413313,87.420942,2024-06-01 19:05:00,2024-06-01 19:39:00,Thermometer
TECH-ORD-0340,Kolkata,C008,14.64233,72.750436,14.6441,72.753685,2024-06-02 21:03:00,2024-06-02 21:31:00,First Aid Kit
TECH-ORD-0341,Pune,C019,18.889773,82.290386,18.897815,82.298678,2024-06-03 01:30:00,2024-06-03 01:40:00,Inhaler
TECH-ORD-0342,Mumbai,C010,21.704036,77.597307,21.7092,77.602266,2024-06-02 15:50:00,2024-06-02 16:02:00,First Aid Kit
TECH-ORD-0343,Pune,C016,22.82961,81.351665,22.831326,81.360739,2024-06-02 21:38:00,2024-06-02 22:08:00,Sanitizer
TECH-ORD-0344,Mumbai,C015,15.408346,84.686413,15.410491,84.693086,2024-06-01 18:01:00,2024-06-01 18:14:00,Glucose Meter
TECH-ORD-0345,Chennai,C004,23.104668,75.428469,23.108524,75.434449,2024-06-01 23:33:00,2024-06-01 23:46:00,Thermometer
TECH-ORD-0346,Hyderabad,C009,12.768103,85.93521,12.769505,85.938322,2024-06-01 15:27:00,2024-06-01 15:41:00,Inhaler
TECH-ORD-0347,Jaipur,C015,14.327638,73.732866,14.336101,73.739995,2024-06-01 12:52:00,2024-06-01 13:29:00,Vitamins
TECH-ORD-0348,Hyderabad,C005,12.897258,82.160273,12.906335,82.164646,2024-06-02 04:04:00,2024-06-02 04:15:00,Inhaler
TECH-ORD-0349,Delhi,C012,13.230929,87.282416,13.23741,87.290688,2024-06-02 18:52:00,2024-06-02 19:34:00,Face Mask
TECH-ORD-0350,Lucknow,C012,27.728679,78.526692,27.73103,78.534556,2024-06-03 04:19:00,2024-06-03 04:34:00,Vitamins
TECH-ORD-0351,Mumbai,C008,21.662125,88.369905,21.667976,88.371996,2024-06-02 20:01:00,2024-06-02 20:14:00,Vitamins
TECH-ORD-0352,Lucknow,C016,23.175342,80.767243,23.18152,80.776442,2024-06-02 06:26:00,2024-06-02 06:51:00,Face Mask
TECH-ORD-0353,Pune,C008,19.876611,84.391015,19.884207,84.399937,2024-06-02 08:42:00,2024-06-02 08:57:00,First Aid Kit
TECH-ORD-0354,Pune,C018,20.69449,87.044809,20.699531,87.049579,2024-06-02 22:52:00,2024-06-02 23:10:00,Sanitizer
TECH-ORD-0355,Jaipur,C008,25.080157,78.97388,25.0835,78.977462,2024-06-02 05:25:00,2024-06-02 05:42:00,BP Monitor
TECH-ORD-0356,Mumbai,C014,19.322086,88.136292,19.33004,88.145391,2024-06-02 14:59:00,2024-06-02 15:09:00,Sanitizer
TECH-ORD-0357,Delhi,C004,19.285962,84.670999,19.287871,84.679824,2024-06-02 13:27:00,2024-06-02 13:38:00,Inhaler
TECH-ORD-0358,Delhi,C003,14.652892,86.291477,14.657081,86.296098,2024-06-02 22:01:00,2024-06-02 22:26:00,BP Monitor
TECH-ORD-0359,Hyderabad,C004,17.953027,85.615153,17.954997,85.622653,2024-06-01 13:02:00,2024-06-01 13:34:00,Thermometer
TECH-ORD-0360,Kolkata,C014,22.718192,84.282243,22.725493,84.289844,2024-06-03 09:24:00,2024-06-03 10:06:00,First Aid Kit
TECH-ORD-0361,Mumbai,C005,27.006104,81.940485,27.010518,81.945433,2024-06-02 18:43:00,2024-06-02 19:10:00,Inhaler
TECH-ORD-0362,Mumbai,C008,17.318329,77.93171,17.324547,77.940306,2024-06-02 13:07:00,2024-06-02 13:35:00,Glucose Meter
TECH-ORD-0363,Pune,C013,17.653832,75.343091,17.661444,75.352994,2024-06-01 22:22:00,2024-06-01 22:59:00,Inhaler
TECH-ORD-0364,Jaipur,C009,21.809222,82.281788,21.811289,82.285253,2024-06-02 13:57:00,2024-06-02 14:21:00,Thermometer
TECH-ORD-0365,Delhi,C010,27.717242,76.617044,27.720328,76.620551,2024-06-01 14:33:00,2024-06-01 14:56:00,BP Monitor
TECH-ORD-0366,Jaipur,C017,24.73686,72.944064,24.742718,72.952255,2024-06-01 08:27:00,2024-06-01 09:08:00,Vitamins
TECH-ORD-0367,Bangalore,C012,15.792307,87.479357,15.797995,87.487836,2024-06-02 04:08:00,2024-06-02 04:25:00,Sanitizer
TECH-ORD-0368,Mumbai,C015,26.891589,80.3355,26.895095,80.342518,2024-06-02 08:08:00,2024-06-02 08:23:00,Thermometer
TECH-ORD-0369,Chennai,C003,17.794797,80.564869,17.800412,80.572863,2024-06-03 08:15:00,2024-06-03 08:45:00,Sanitizer
TECH-ORD-0370,Bangalore,C014,14.127535,83.704957,14.133558,83.713495,2024-06-03 02:44:00,2024-06-03 02:56:00,Inhaler
TECH-ORD-0371,Bangalore,C008,14.726233,78.485191,14.729621,78.487554,2024-06-01 20:46:00,2024-06-01 21:27:00,BP Monitor
TECH-ORD-0372,Hyderabad,C005,15.725899,86.43338,15.733644,86.434409,2024-06-01 12:35:00,2024-06-01 13:16:00,Glucose Meter
TECH-ORD-0373,Jaipur,C020,15.876824,75.32729,15.881247,75.333545,2024-06-03 03:32:00,2024-06-03 04:04:00,Thermometer
TECH-ORD-0374,Kolkata,C017,23.138446,75.357661,23.142075,75.363026,2024-06-03 03:00:00,2024-06-03 03:35:00,Thermometer
TECH-ORD-0375,Lucknow,C012,21.297674,77.206392,21.306746,77.214268,2024-06-02 12:38:00,2024-06-02 13:16:00,Glucose Meter
TECH-ORD-0376,Pune,C008,23.230469,74.337903,23.232491,74.345176,2024-06-03 08:06:00,2024-06-03 08:24:00,Vitamins
TECH-ORD-0377,Kolkata,C016,22.227732,83.422187,22.230668,83.430846,2024-06-02 11:55:00,2024-06-02 12:08:00,First Aid Kit
TECH-ORD-0378,Jaipur,C011,16.735833,77.548971,16.740421,77.558182,2024-06-02 02:19:00,2024-06-02 03:00:00,First Aid Kit
TECH-ORD-0379,Chennai,C011,22.806465,73.21992,22.815346,73.225744,2024-06-03 02:41:00,2024-06-03 02:58:00,Inhaler
TECH-ORD-0380,Lucknow,C020,17.831282,82.123328,17.839504,82.12514,2024-06-03 08:06:00,2024-06-03 08:37:00,BP Monitor
TECH-ORD-0381,Pune,C018,13.522339,73.283231,13.532206,73.291775,2024-06-02 11:00:00,2024-06-02 11:24:00,Inhaler
TECH-ORD-0382,Hyderabad,C006,27.246904,77.77555,27.256364,77.776875,2024-06-01 09:22:00,2024-06-01 10:05:00,BP Monitor
TECH-ORD-0383,Mumbai,C017,18.939725,80.205938,18.942795,80.21389,2024-06-02 00:52:00,2024-06-02 01:04:00,Sanitizer
